_id,poolsId,salinity,acidity,oxygen,temperature,isArchived,createdAt,updatedAt,__v
663cf371fbffeaab36e35521,663992dcb0c4e66c68a4c7d1,3.048955441,6.940161705,4,21.5625,False,2024-05-09 16:01:53.774,2024-05-09 16:01:53.774,0
663cf3adfbffeaab36e35525,663992dcb0c4e66c68a4c7d1,2.978139162,6.944701195,4,24.75,False,2024-05-09 16:02:53.633,2024-05-09 16:02:53.634,0
663cf3e9fbffeaab36e35529,663992dcb0c4e66c68a4c7d1,3.190590858,6.940161705,7,24.75,False,2024-05-09 16:03:53.668,2024-05-09 16:03:53.668,0
663cf425fbffeaab36e3552d,663992dcb0c4e66c68a4c7d1,3.261409998,6.940161705,5,25.625,False,2024-05-09 16:04:53.701,2024-05-09 16:04:53.701,0
663cf461fbffeaab36e35531,663992dcb0c4e66c68a4c7d1,3.390170097,6.949240685,4,24.6875,False,2024-05-09 16:05:53.705,2024-05-09 16:05:53.705,0
663cf49dfbffeaab36e35541,663992dcb0c4e66c68a4c7d1,3.403045416,6.953780174,4,24.6875,False,2024-05-09 16:06:53.704,2024-05-09 16:06:53.704,0
663cf4d9fbffeaab36e35545,663992dcb0c4e66c68a4c7d1,3.557559013,6.949240685,5,24.375,False,2024-05-09 16:07:53.728,2024-05-09 16:07:53.728,0
663cf515fbffeaab36e35549,663992dcb0c4e66c68a4c7d1,3.780740976,6.949240685,7,24.6875,False,2024-05-09 16:08:53.657,2024-05-09 16:08:53.657,0
663cf551fbffeaab36e3554d,663992dcb0c4e66c68a4c7d1,3.671295404,6.944701195,7,21.875,False,2024-05-09 16:09:53.672,2024-05-09 16:09:53.672,0
663cf58dfbffeaab36e35551,663992dcb0c4e66c68a4c7d1,3.83010006,6.949240685,6,25.625,False,2024-05-09 16:10:53.724,2024-05-09 16:10:53.724,0
663cf5c9fbffeaab36e3555b,663992dcb0c4e66c68a4c7d1,4.027531147,6.953780174,4,25.625,False,2024-05-09 16:11:53.691,2024-05-09 16:11:53.691,0
663cf605fbffeaab36e3555f,663992dcb0c4e66c68a4c7d1,4.076889992,6.949240685,7,24.6875,False,2024-05-09 16:12:53.652,2024-05-09 16:12:53.652,0
663cf648d16426387044c7f7,663992dcb0c4e66c68a4c7d1,4.242130756,6.953780174,4,24.6875,False,2024-05-09 16:14:00.981,2024-05-09 16:14:00.981,0
663cf67dd16426387044c7fc,663992dcb0c4e66c68a4c7d1,4.347285271,6.962859154,4,24.6875,False,2024-05-09 16:14:53.651,2024-05-09 16:14:53.651,0
663cf6b9d16426387044c800,663992dcb0c4e66c68a4c7d1,4.497505665,6.953780174,6,24.6875,False,2024-05-09 16:15:53.714,2024-05-09 16:15:53.714,0
663cf6f5d16426387044c804,663992dcb0c4e66c68a4c7d1,4.48033905,6.962859154,6,24.6875,False,2024-05-09 16:16:53.640,2024-05-09 16:16:53.640,0
663cf731d16426387044c808,663992dcb0c4e66c68a4c7d1,4.879494667,6.958319664,4,24.1875,False,2024-05-09 16:17:53.686,2024-05-09 16:17:53.686,0
663cf76dd16426387044c80c,663992dcb0c4e66c68a4c7d1,4.99323082,6.958319664,7,24.75,False,2024-05-09 16:18:53.613,2024-05-09 16:18:53.613,0
663cf7a9d16426387044c810,663992dcb0c4e66c68a4c7d1,4.430980206,6.958319664,5,21.375,False,2024-05-09 16:19:53.588,2024-05-09 16:19:53.589,0
663cf7e5d16426387044c814,663992dcb0c4e66c68a4c7d1,4.306510925,6.953780174,6,24.75,False,2024-05-09 16:20:53.604,2024-05-09 16:20:53.604,0
663cf821d16426387044c818,663992dcb0c4e66c68a4c7d1,4.059720993,6.953780174,4,24.75,False,2024-05-09 16:21:53.892,2024-05-09 16:21:53.892,0
663cf85dd16426387044c81c,663992dcb0c4e66c68a4c7d1,3.860144615,6.953780174,4,24.75,False,2024-05-09 16:22:53.595,2024-05-09 16:22:53.595,0
663cf899d16426387044c820,663992dcb0c4e66c68a4c7d1,3.888041019,6.967398167,7,24.6875,False,2024-05-09 16:23:53.600,2024-05-09 16:23:53.600,0
663cf8d5d16426387044c824,663992dcb0c4e66c68a4c7d1,3.851560116,6.958319664,5,24.6875,False,2024-05-09 16:24:53.624,2024-05-09 16:24:53.624,0
663cf911d16426387044c828,663992dcb0c4e66c68a4c7d1,4.066160202,6.976477146,5,24.6875,False,2024-05-09 16:25:53.609,2024-05-09 16:25:53.609,0
663cf94dd16426387044c82c,663992dcb0c4e66c68a4c7d1,4.310804367,6.962859154,7,24.625,False,2024-05-09 16:26:53.601,2024-05-09 16:26:53.601,0
663cf989d16426387044c830,663992dcb0c4e66c68a4c7d1,4.41166544,6.953780174,7,24.6875,False,2024-05-09 16:27:53.617,2024-05-09 16:27:53.617,0
663cf9c5d16426387044c834,663992dcb0c4e66c68a4c7d1,4.630558968,6.962859154,6,24.6875,False,2024-05-09 16:28:53.588,2024-05-09 16:28:53.588,0
663cfa01d16426387044c838,663992dcb0c4e66c68a4c7d1,4.630558968,6.967398167,4,24.625,False,2024-05-09 16:29:53.590,2024-05-09 16:29:53.590,0
663cfa3cd16426387044c83c,663992dcb0c4e66c68a4c7d1,4.630558968,6.976477146,6,24.625,False,2024-05-09 16:30:52.862,2024-05-09 16:30:52.862,0
663cfa78d16426387044c840,663992dcb0c4e66c68a4c7d1,4.78721571,6.967398167,5,24.625,False,2024-05-09 16:31:52.886,2024-05-09 16:31:52.886,0
663cfab4d16426387044c844,663992dcb0c4e66c68a4c7d1,5.05975914,6.967398167,5,24.6875,False,2024-05-09 16:32:52.935,2024-05-09 16:32:52.935,0
663cfaf0d16426387044c848,663992dcb0c4e66c68a4c7d1,5.25289917,6.976477146,6,21.75,False,2024-05-09 16:33:52.913,2024-05-09 16:33:52.913,0
663cfb2cd16426387044c84c,663992dcb0c4e66c68a4c7d1,5.632740021,6.971937656,7,24.625,False,2024-05-09 16:34:52.902,2024-05-09 16:34:52.902,0
663cfb68d16426387044c850,663992dcb0c4e66c68a4c7d1,5.763645649,6.981016636,6,24.625,False,2024-05-09 16:35:52.921,2024-05-09 16:35:52.921,0
663cfba5d16426387044c854,663992dcb0c4e66c68a4c7d1,6.014729023,6.985556126,7,24.625,False,2024-05-09 16:36:53.563,2024-05-09 16:36:53.563,0
663cfbe1d16426387044c858,663992dcb0c4e66c68a4c7d1,6.192845345,6.981016636,6,24.625,False,2024-05-09 16:37:53.568,2024-05-09 16:37:53.568,0
663cfc1dd16426387044c85c,663992dcb0c4e66c68a4c7d1,6.291561127,6.967398167,4,21.4375,False,2024-05-09 16:38:53.585,2024-05-09 16:38:53.585,0
663cfc59d16426387044c860,663992dcb0c4e66c68a4c7d1,6.488994598,6.981016636,4,24.625,False,2024-05-09 16:39:53.609,2024-05-09 16:39:53.610,0
663cfc95d16426387044c864,663992dcb0c4e66c68a4c7d1,6.446074486,6.981016636,5,24.625,False,2024-05-09 16:40:53.597,2024-05-09 16:40:53.597,0
663cfcd1d16426387044c868,663992dcb0c4e66c68a4c7d1,6.789434433,6.976477146,4,21.3125,False,2024-05-09 16:41:53.624,2024-05-09 16:41:53.624,0
663cfd1270047203a472de6b,663992dcb0c4e66c68a4c7d1,6.928924561,6.981016636,4,24.5625,False,2024-05-09 16:42:58.550,2024-05-09 16:42:58.550,0
663cfd4970047203a472de70,663992dcb0c4e66c68a4c7d1,7.061975479,6.981016636,4,24.625,False,2024-05-09 16:43:53.620,2024-05-09 16:43:53.620,0
663cfd8570047203a472de74,663992dcb0c4e66c68a4c7d1,7.218634605,6.971937656,4,24.625,False,2024-05-09 16:44:53.581,2024-05-09 16:44:53.581,0
663cfdc170047203a472de78,663992dcb0c4e66c68a4c7d1,7.235800743,6.976477146,5,24.625,False,2024-05-09 16:45:53.588,2024-05-09 16:45:53.588,0
663cfdfd70047203a472de7c,663992dcb0c4e66c68a4c7d1,7.332370758,6.976477146,6,24.625,False,2024-05-09 16:46:53.589,2024-05-09 16:46:53.589,0
663cfe3970047203a472de80,663992dcb0c4e66c68a4c7d1,7.222925663,6.981016636,5,24.625,False,2024-05-09 16:47:53.593,2024-05-09 16:47:53.593,0
663cfe7570047203a472de84,663992dcb0c4e66c68a4c7d1,6.729345322,6.985556126,7,24.625,False,2024-05-09 16:48:53.629,2024-05-09 16:48:53.629,0
663cfeb170047203a472de88,663992dcb0c4e66c68a4c7d1,6.66496563,6.981016636,5,24.625,False,2024-05-09 16:49:53.542,2024-05-09 16:49:53.542,0
663cfeed70047203a472de8c,663992dcb0c4e66c68a4c7d1,6.617754459,6.985556126,7,24.625,False,2024-05-09 16:50:53.600,2024-05-09 16:50:53.600,0
663cff2edfae8f7b67d9d26c,663992dcb0c4e66c68a4c7d1,6.583418846,6.976477146,5,24.625,False,2024-05-09 16:51:58.355,2024-05-09 16:51:58.355,0
663cff65dfae8f7b67d9d271,663992dcb0c4e66c68a4c7d1,6.761535645,6.990095615,7,24.5625,False,2024-05-09 16:52:53.635,2024-05-09 16:52:53.635,0
663cffa1dfae8f7b67d9d275,663992dcb0c4e66c68a4c7d1,6.855959892,6.985556126,7,24.625,False,2024-05-09 16:53:53.549,2024-05-09 16:53:53.549,0
663cffdedfae8f7b67d9d279,663992dcb0c4e66c68a4c7d1,7.233655453,6.985556126,5,24.625,False,2024-05-09 16:54:54.069,2024-05-09 16:54:54.069,0
663d0019dfae8f7b67d9d27d,663992dcb0c4e66c68a4c7d1,7.396750927,6.990095615,4,24.625,False,2024-05-09 16:55:53.587,2024-05-09 16:55:53.587,0
663d0055dfae8f7b67d9d281,663992dcb0c4e66c68a4c7d1,7.512635708,6.985556126,4,24.5625,False,2024-05-09 16:56:53.610,2024-05-09 16:56:53.610,0
663d0091dfae8f7b67d9d285,663992dcb0c4e66c68a4c7d1,7.602768898,6.985556126,5,24.625,False,2024-05-09 16:57:53.584,2024-05-09 16:57:53.584,0
663d00cddfae8f7b67d9d289,663992dcb0c4e66c68a4c7d1,7.768010139,6.990095615,4,24.5625,False,2024-05-09 16:58:53.598,2024-05-09 16:58:53.598,0
663d0109dfae8f7b67d9d28d,663992dcb0c4e66c68a4c7d1,7.853849888,6.994635105,4,24.5625,False,2024-05-09 16:59:53.519,2024-05-09 16:59:53.519,0
663d04bbced27f6c02c2aa9c,663992dcb0c4e66c68a4c7d1,8.817404747,7.017332554,5,24.5,False,2024-05-09 17:15:39.067,2024-05-09 17:15:39.067,0
663d04f6ced27f6c02c2aac0,663992dcb0c4e66c68a4c7d1,6.484701157,7.021872044,7,24.5,False,2024-05-09 17:16:38.911,2024-05-09 17:16:38.911,0
663d0532ced27f6c02c2aad3,663992dcb0c4e66c68a4c7d1,6.102714539,7.017332554,6,24.9375,False,2024-05-09 17:17:38.967,2024-05-09 17:17:38.967,0
663d056fced27f6c02c2aae0,663992dcb0c4e66c68a4c7d1,6.201429844,7.003714085,5,24.4375,False,2024-05-09 17:18:39.032,2024-05-09 17:18:39.032,0
663d05aaced27f6c02c2aae4,663992dcb0c4e66c68a4c7d1,6.581271172,7.008253574,4,24.4375,False,2024-05-09 17:19:38.915,2024-05-09 17:19:38.915,0
663d05e6ced27f6c02c2aae8,663992dcb0c4e66c68a4c7d1,6.890295506,7.008253574,4,24.4375,False,2024-05-09 17:20:38.926,2024-05-09 17:20:38.926,0
663d0623ced27f6c02c2aaf8,663992dcb0c4e66c68a4c7d1,7.295889854,7.003714085,4,24.5,False,2024-05-09 17:21:39.579,2024-05-09 17:21:39.579,0
663d065eced27f6c02c2aafc,663992dcb0c4e66c68a4c7d1,7.559849262,7.012793064,4,25.375,False,2024-05-09 17:22:38.902,2024-05-09 17:22:38.902,0
663d069aced27f6c02c2ab00,663992dcb0c4e66c68a4c7d1,7.815220833,7.008253574,4,24.5,False,2024-05-09 17:23:38.956,2024-05-09 17:23:38.956,0
663d06d6ced27f6c02c2ab04,663992dcb0c4e66c68a4c7d1,7.875309944,7.008253574,7,24.5,False,2024-05-09 17:24:38.926,2024-05-09 17:24:38.926,0
663d0712ced27f6c02c2ab08,663992dcb0c4e66c68a4c7d1,7.922521114,7.003714085,7,24.5,False,2024-05-09 17:25:38.895,2024-05-09 17:25:38.895,0
663d074eced27f6c02c2ab0c,663992dcb0c4e66c68a4c7d1,8.001924515,7.012793064,7,24.5,False,2024-05-09 17:26:38.859,2024-05-09 17:26:38.860,0
663d078bced27f6c02c2ab10,663992dcb0c4e66c68a4c7d1,8.03196907,7.012793064,7,24.5,False,2024-05-09 17:27:39.872,2024-05-09 17:27:39.872,0
663d07c6ced27f6c02c2ab14,663992dcb0c4e66c68a4c7d1,7.948274612,7.008253574,5,24.5,False,2024-05-09 17:28:38.899,2024-05-09 17:28:38.899,0
663d0802ced27f6c02c2ab18,663992dcb0c4e66c68a4c7d1,8.023384094,7.012793064,4,24.5,False,2024-05-09 17:29:38.857,2024-05-09 17:29:38.857,0
663d083eced27f6c02c2ab1c,663992dcb0c4e66c68a4c7d1,8.096348763,7.003714085,5,24.5,False,2024-05-09 17:30:38.989,2024-05-09 17:30:38.989,0
663d087aced27f6c02c2ab20,663992dcb0c4e66c68a4c7d1,8.07703495,7.012793064,6,24.5,False,2024-05-09 17:31:38.901,2024-05-09 17:31:38.901,0
663d08b6ced27f6c02c2ab24,663992dcb0c4e66c68a4c7d1,8.130684853,7.012793064,6,25.4375,False,2024-05-09 17:32:38.887,2024-05-09 17:32:38.887,0
663d08f2ced27f6c02c2ab28,663992dcb0c4e66c68a4c7d1,8.175749779,7.012793064,5,24.5,False,2024-05-09 17:33:38.887,2024-05-09 17:33:38.887,0
663d092eced27f6c02c2ab2c,663992dcb0c4e66c68a4c7d1,8.24656868,7.012793064,4,24.5,False,2024-05-09 17:34:38.878,2024-05-09 17:34:38.878,0
663d096aced27f6c02c2ab30,663992dcb0c4e66c68a4c7d1,8.310949326,7.008253574,5,24.5,False,2024-05-09 17:35:38.898,2024-05-09 17:35:38.898,0
663d09a6ced27f6c02c2ab34,663992dcb0c4e66c68a4c7d1,8.276611328,6.999174595,7,24.5625,False,2024-05-09 17:36:38.900,2024-05-09 17:36:38.900,0
663d09e2ced27f6c02c2ab38,663992dcb0c4e66c68a4c7d1,8.338845253,7.017332554,4,24.5,False,2024-05-09 17:37:38.861,2024-05-09 17:37:38.861,0
663d0a1eced27f6c02c2ab42,663992dcb0c4e66c68a4c7d1,8.353869438,7.012793064,4,24.5,False,2024-05-09 17:38:38.885,2024-05-09 17:38:38.885,0
663d0a5aced27f6c02c2ab46,663992dcb0c4e66c68a4c7d1,8.630701065,7.026411533,4,24.5,False,2024-05-09 17:39:38.885,2024-05-09 17:39:38.885,0
663d0a96ced27f6c02c2ab65,663992dcb0c4e66c68a4c7d1,8.467605591,7.026411533,7,24.5625,False,2024-05-09 17:40:38.854,2024-05-09 17:40:38.854,0
663d0ad2ced27f6c02c2ab69,663992dcb0c4e66c68a4c7d1,8.497650146,7.021872044,5,24.5,False,2024-05-09 17:41:38.868,2024-05-09 17:41:38.868,0
663d0b0eced27f6c02c2ab6d,663992dcb0c4e66c68a4c7d1,8.53413105,7.021872044,4,24.5,False,2024-05-09 17:42:38.847,2024-05-09 17:42:38.847,0
663d0b4aced27f6c02c2ab71,663992dcb0c4e66c68a4c7d1,8.589928627,7.021872044,4,25.25,False,2024-05-09 17:43:38.785,2024-05-09 17:43:38.785,0
663d0b86ced27f6c02c2ab75,663992dcb0c4e66c68a4c7d1,8.514819145,7.035490513,5,24.5,False,2024-05-09 17:44:38.872,2024-05-09 17:44:38.872,0
66485591b87a70866ef95130,663992dcb0c4e66c68a4c7d1,0.0,5.923321724,5,33.875,False,2024-05-18 07:15:29.959,2024-05-18 07:15:29.959,0
664855c6b87a70866ef95135,663992dcb0c4e66c68a4c7d1,0.0,5.846150875,7,33.5,False,2024-05-18 07:16:22.674,2024-05-18 07:16:22.674,0
664856bcb87a70866ef95139,663992dcb0c4e66c68a4c7d1,3.643399,7.453121185,5,25.25,False,2024-05-18 07:20:28.431,2024-05-18 07:20:28.431,0
664856e5b87a70866ef9513d,663992dcb0c4e66c68a4c7d1,4.096204758,2.320345879,7,34.3125,False,2024-05-18 07:21:09.928,2024-05-18 07:21:09.928,0
66485722b87a70866ef95141,663992dcb0c4e66c68a4c7d1,4.145560741,7.539371014,6,34.0,False,2024-05-18 07:22:10.476,2024-05-18 07:22:10.476,0
664857f1b87a70866ef95145,663992dcb0c4e66c68a4c7d1,3.342959166,7.684633732,5,25.25,False,2024-05-18 07:25:37.426,2024-05-18 07:25:37.426,0
6648582eb87a70866ef95169,663992dcb0c4e66c68a4c7d1,5.461060047,2.29764843,4,34.5,False,2024-05-18 07:26:38.537,2024-05-18 07:26:38.537,0
66485869b87a70866ef9516d,663992dcb0c4e66c68a4c7d1,4.963189125,7.557528973,4,25.25,False,2024-05-18 07:27:37.676,2024-05-18 07:27:37.676,0
664858a6b87a70866ef95171,663992dcb0c4e66c68a4c7d1,5.091948986,2.29764843,4,34.5625,False,2024-05-18 07:28:38.287,2024-05-18 07:28:38.287,0
664858e4b87a70866ef95175,663992dcb0c4e66c68a4c7d1,4.973918915,7.534831524,4,34.5,False,2024-05-18 07:29:40.727,2024-05-18 07:29:40.727,0
66485939b87a70866ef95179,663992dcb0c4e66c68a4c7d1,5.031859875,7.539371014,4,25.25,False,2024-05-18 07:31:05.667,2024-05-18 07:31:05.667,0
66485a409da912f2c0316bfa,663992dcb0c4e66c68a4c7d1,5.143450737,7.534831524,7,34.625,False,2024-05-18 07:35:28.846,2024-05-18 07:35:28.846,0
66485a7a9da912f2c0316c17,663992dcb0c4e66c68a4c7d1,5.229290962,7.530292034,7,34.5,False,2024-05-18 07:36:26.157,2024-05-18 07:36:26.157,0
66485ab59da912f2c0316c1b,663992dcb0c4e66c68a4c7d1,5.450329781,7.530292034,7,25.25,False,2024-05-18 07:37:25.842,2024-05-18 07:37:25.842,0
66485af19da912f2c0316c1f,663992dcb0c4e66c68a4c7d1,6.510454655,2.30218792,5,34.5625,False,2024-05-18 07:38:25.990,2024-05-18 07:38:25.990,0
66485b2e9da912f2c0316c23,663992dcb0c4e66c68a4c7d1,7.259408951,7.394107819,4,34.625,False,2024-05-18 07:39:26.096,2024-05-18 07:39:26.096,0
66485b699da912f2c0316c27,663992dcb0c4e66c68a4c7d1,7.939690113,7.335094929,5,34.5625,False,2024-05-18 07:40:25.806,2024-05-18 07:40:25.806,0
66485ba59da912f2c0316c2b,663992dcb0c4e66c68a4c7d1,7.950419903,7.230687141,6,34.5625,False,2024-05-18 07:41:25.813,2024-05-18 07:41:25.813,0
66485be29da912f2c0316c36,663992dcb0c4e66c68a4c7d1,7.353830814,7.2488451,6,34.5,False,2024-05-18 07:42:26.168,2024-05-18 07:42:26.168,0
66485c1d9da912f2c0316c41,663992dcb0c4e66c68a4c7d1,9.362488747,7.30785799,5,34.5,False,2024-05-18 07:43:25.998,2024-05-18 07:43:25.998,0
66485c599da912f2c0316c57,663992dcb0c4e66c68a4c7d1,10.99773979,7.162595272,4,34.5,False,2024-05-18 07:44:25.818,2024-05-18 07:44:25.818,0
66485c959da912f2c0316c60,663992dcb0c4e66c68a4c7d1,17.12671471,7.176213741,5,25.25,False,2024-05-18 07:45:25.859,2024-05-18 07:45:25.859,0
66485cd59da912f2c0316c89,663992dcb0c4e66c68a4c7d1,20.30064964,2.29764843,7,25.25,False,2024-05-18 07:46:29.100,2024-05-18 07:46:29.100,0
66485d0d9da912f2c0316ca4,663992dcb0c4e66c68a4c7d1,21.56464386,7.13535881,4,25.25,False,2024-05-18 07:47:25.965,2024-05-18 07:47:25.965,0
66485d4d9da912f2c0316ca8,663992dcb0c4e66c68a4c7d1,21.21699142,7.108121872,4,25.25,False,2024-05-18 07:48:29.101,2024-05-18 07:48:29.101,0
66485d869da912f2c0316cac,663992dcb0c4e66c68a4c7d1,20.94659615,7.121740341,4,25.25,False,2024-05-18 07:49:26.080,2024-05-18 07:49:26.080,0
66485dc69da912f2c0316cb0,663992dcb0c4e66c68a4c7d1,20.61825943,7.13535881,7,25.25,False,2024-05-18 07:50:30.709,2024-05-18 07:50:30.709,0
66485e079da912f2c0316cb4,663992dcb0c4e66c68a4c7d1,20.50666618,7.085424423,5,25.25,False,2024-05-18 07:51:35.074,2024-05-18 07:51:35.074,0
66485e399da912f2c0316cb8,663992dcb0c4e66c68a4c7d1,20.3306942,7.148976803,4,25.25,False,2024-05-18 07:52:25.935,2024-05-18 07:52:25.935,0
66485e759da912f2c0316cbd,663992dcb0c4e66c68a4c7d1,20.27275085,7.144437313,4,25.25,False,2024-05-18 07:53:25.852,2024-05-18 07:53:25.852,0
66485eb19da912f2c0316cc1,663992dcb0c4e66c68a4c7d1,19.86071968,7.144437313,5,25.25,False,2024-05-18 07:54:25.882,2024-05-18 07:54:25.883,0
66485ecd9da912f2c0316cc5,66485c5b9da912f2c0316c5c,8.581344604,0.854098797,5,34.25,False,2024-05-18 07:54:53.686,2024-05-18 07:54:53.686,0
66485eed9da912f2c0316cf0,663992dcb0c4e66c68a4c7d1,19.50448418,7.153516293,7,25.25,False,2024-05-18 07:55:25.899,2024-05-18 07:55:25.899,0
66485f0d9da912f2c0316cf4,66485c5b9da912f2c0316c5c,6.624190807,8.519895554,7,34.25,False,2024-05-18 07:55:57.806,2024-05-18 07:55:57.806,0
66485f299da912f2c0316d11,663992dcb0c4e66c68a4c7d1,19.20833588,7.158055782,7,25.25,False,2024-05-18 07:56:25.676,2024-05-18 07:56:25.676,0
66485f459da912f2c0316d15,66485c5b9da912f2c0316c5c,6.428905487,8.574368477,6,34.25,False,2024-05-18 07:56:53.165,2024-05-18 07:56:53.166,0
66485f689da912f2c0316d19,663992dcb0c4e66c68a4c7d1,5.162765503,7.162595272,6,25.25,False,2024-05-18 07:57:28.405,2024-05-18 07:57:28.405,0
66485f829da912f2c0316d1d,66485c5b9da912f2c0316c5c,6.282979012,8.597065926,5,34.25,False,2024-05-18 07:57:54.791,2024-05-18 07:57:54.791,0
66485fa19da912f2c0316d21,663992dcb0c4e66c68a4c7d1,0.0,2.30218792,4,31.6875,False,2024-05-18 07:58:25.911,2024-05-18 07:58:25.911,0
66485fbe9da912f2c0316d2b,66485c5b9da912f2c0316c5c,6.201429844,8.633381844,4,34.25,False,2024-05-18 07:58:54.766,2024-05-18 07:58:54.766,0
66485fdd9da912f2c0316d35,663992dcb0c4e66c68a4c7d1,42.38084412,7.484897137,7,25.25,False,2024-05-18 07:59:25.938,2024-05-18 07:59:25.938,0
66485ff99da912f2c0316d3f,66485c5b9da912f2c0316c5c,6.158510208,8.656079292,4,34.25,False,2024-05-18 07:59:53.162,2024-05-18 07:59:53.162,0
6648601c9da912f2c0316d5d,663992dcb0c4e66c68a4c7d1,10.14792442,7.493976116,4,33.75,False,2024-05-18 08:00:28.817,2024-05-18 08:00:28.817,0
664860359da912f2c0316d61,66485c5b9da912f2c0316c5c,6.104859829,8.687855721,4,34.3125,False,2024-05-18 08:00:53.397,2024-05-18 08:00:53.397,0
